name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Spoil My Night (feat. Swae Lee),Post Malone,spotify:track:5VuxWXbt7XENQCtE9TzpTv,0.341,0.672,0.717,2.4e-05,0.106,-2.714,0.034,160.981,0.225,Nova playlist 2
This Is America,Childish Gambino,spotify:track:0b9oOr2ZgvyQu88wzixux9,0.117,0.854,0.463,0.0,0.354,-6.159,0.137,120.024,0.549,Nova playlist 2
Cold Blooded,Khalid,spotify:track:34izzOmykADkGT27pUjUvJ,0.777,0.71,0.405,0.000163,0.111,-10.864,0.0519,103.04,0.402,Nova playlist 2
Tua,ANAVITÓRIA,spotify:track:6lO8GhFwhfxDXTV64nW0sn,0.839,0.755,0.263,0.0,0.126,-8.869,0.0395,119.998,0.115,Nova playlist 2
Fica,ANAVITÓRIA,spotify:track:0lwrkYbCwtAWTI0OIWEnd6,0.469,0.493,0.509,0.0,0.093,-6.461,0.0367,188.399,0.522,Nova playlist 2
Singular,ANAVITÓRIA,spotify:track:3eGK0WFi6ISJ9UZA6Za4HX,0.684,0.744,0.303,2.09e-06,0.109,-10.464,0.0341,119.713,0.306,Nova playlist 2
Ao Vivo E A Cores,Matheus & Kauan,spotify:track:6jhZTGGw37atbaHoLsY9TD,0.0131,0.668,0.526,0.0,0.147,-6.174,0.0352,135.032,0.42,Nova playlist 2
Bonsai,Supercombo,spotify:track:372NdR6AW2FBVF49gEsfST,0.0435,0.654,0.757,0.0,0.18,-7.167,0.0436,120.003,0.698,Nova playlist 2
Try Me,The Weeknd,spotify:track:4rv1ww0dUwFZcDVPqhcOcX,0.622,0.466,0.672,0.00108,0.147,-5.777,0.068,91.673,0.108,Nova playlist 2
O Sol,Vitor Kley,spotify:track:3IfctMaf2sfvlSLRa42Cna,0.12,0.641,0.623,0.0,0.104,-5.641,0.0256,97.532,0.65,Nova playlist 2
American Pie,Don McLean,spotify:track:1fDsrQ23eTAVFElUMaf38X,0.699,0.531,0.481,0.0,0.0842,-11.709,0.06,138.45,0.491,Nova playlist 2
Beija Flor,Johnny Hooker,spotify:track:6cmkl0HXVa2U7TPGDPBILH,0.392,0.438,0.536,3.94e-05,0.302,-10.322,0.0481,176.062,0.455,Nova playlist 2
Touro,Johnny Hooker,spotify:track:57cpm8JZkZn6P7mM4KyQLe,0.013,0.791,0.959,0.000278,0.0258,-4.712,0.132,135.058,0.248,Nova playlist 2
Corpo Fechado,Johnny Hooker,spotify:track:2QCEGIgwUPUwE0jObt9ME3,0.17,0.741,0.775,0.0,0.101,-4.674,0.116,106.892,0.449,Nova playlist 2
Página Virada,Johnny Hooker,spotify:track:7x9jzNwM34vApAQAnlb1n8,0.0262,0.326,0.291,2.36e-06,0.103,-8.851,0.0313,78.382,0.0629,Nova playlist 2
Crise de Carência,Johnny Hooker,spotify:track:27KKxsq33XCcVW5eL42za9,0.181,0.691,0.813,0.000105,0.297,-5.524,0.143,169.944,0.849,Nova playlist 2
Coração de Manteiga de Garrafa,Johnny Hooker,spotify:track:2Nr9lfYhYkeTKj34BNjRFF,0.0588,0.84,0.853,1.06e-05,0.281,-5.917,0.0928,107.013,0.586,Nova playlist 2
Intro,Johnny Hooker,spotify:track:09r8IYjQPEKJqwISjdcCjW,0.48,0.527,0.256,0.0,0.394,-13.327,0.0416,114.167,0.0377,Nova playlist 2
Escandalizar,Johnny Hooker,spotify:track:7v9YlB8lLTGZvmAbKKA9Gx,0.0313,0.432,0.931,0.0,0.37,-3.888,0.248,150.189,0.872,Nova playlist 2
Sem Medida - Live,Filipe Catto,spotify:track:0XOXKXKVWyyGHM98LsQsIM,0.334,0.533,0.628,0.000131,0.964,-6.898,0.0353,155.883,0.315,Nova playlist 2
Africa,TOTO,spotify:track:2374M0fQpWi3dLnB54qaLX,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,0.732,Nova playlist 2
Redbone,Childish Gambino,spotify:track:2Uvy6SkNqxvnH1W68dymxG,0.192,0.745,0.359,0.00628,0.138,-10.429,0.112,160.123,0.55,Nova playlist 2
The Night We Met,Lord Huron,spotify:track:6mORGLOz79w6VsCRLWYYuK,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,0.0989,Nova playlist 2
Zóio De Lula,Charlie Brown Jr.,spotify:track:0AsfpL8bzbmEyJsfbPPYnj,0.121,0.691,0.668,9.35e-06,0.0613,-3.355,0.0702,152.097,0.893,Nova playlist 2
Love Like Ghosts,Lord Huron,spotify:track:1kiR6hNjilDHTrMeRG0y7h,0.769,0.472,0.549,0.00117,0.123,-7.228,0.0272,137.058,0.171,Nova playlist 2
Until the Night Turns,Lord Huron,spotify:track:2yQSLrEyACHlPTqME5E2Rq,0.378,0.542,0.892,0.308,0.211,-6.689,0.0425,103.502,0.524,Nova playlist 2
Dead Man's Hand,Lord Huron,spotify:track:2Nn8S5hbmwt4ozSle2gvA3,0.176,0.591,0.792,0.574,0.154,-6.944,0.0285,118.999,0.493,Nova playlist 2
Oração,A Banda Mais Bonita da Cidade,spotify:track:0YBq701BXkMaK6V5UyvOpT,0.613,0.425,0.474,2.44e-06,0.228,-7.806,0.0314,128.631,0.379,Nova playlist 2
Quando Bate Aquela Saudade,Rubel,spotify:track:76bcaYeKOKTrj9lEc9BZFU,0.895,0.55,0.314,0.0107,0.188,-14.133,0.0326,90.088,0.595,Nova playlist 2
Alien Girl (Today W/ Her),Kendrick Lamar,spotify:track:6ff9CLXYk39PKFYoYCYeog,0.502,0.626,0.537,0.0835,0.111,-7.344,0.0367,95.948,0.259,Nova playlist 2
BUTTERFLY EFFECT,Travis Scott,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.0714,0.763,0.598,0.0,0.112,-6.865,0.0539,140.987,0.182,Nova playlist 2
Ocean,Alok,spotify:track:4nraNqonMyfc0U3o8VeXVu,0.197,0.655,0.684,0.0036,0.278,-5.18,0.0269,110.037,0.27,Nova playlist 2
Never Let Me Go,Alok,spotify:track:06ZpMjkNdIDKVf3mK29UiC,0.0447,0.722,0.84,1.28e-05,0.066,-3.939,0.0349,124.003,0.569,Nova playlist 2
Emotionless,Drake,spotify:track:1v1IXPXl73Z7zy6f5tUa9n,0.0239,0.413,0.676,0.0,0.0811,-5.124,0.213,173.478,0.0827,Nova playlist 2
Pisando Descalço,Maneva,spotify:track:65XFXZfU748XLkaNJYCTHV,0.42,0.767,0.508,0.0,0.19,-8.599,0.0894,79.023,0.557,Nova playlist 2
Saudades do Tempo,Maneva,spotify:track:0eDSQsl69K3uyHXJJVyW3Y,0.64,0.777,0.389,0.0,0.208,-10.903,0.226,133.843,0.687,Nova playlist 2
Breezeblocks,alt-J,spotify:track:7gARZ2i5u5DHC1b1n1fML5,0.118,0.569,0.645,0.00114,0.146,-7.368,0.0387,74.985,0.247,Nova playlist 2
Stolen Dance,Milky Chance,spotify:track:2jiPHbFX5XM8TjaTfYJ0eo,0.427,0.885,0.581,0.000204,0.0759,-8.813,0.0378,114.016,0.728,Nova playlist 2
Suppa Man de Viela,Red Lion,spotify:track:1e0rnW7YdKcqTAU271BKcG,0.0501,0.622,0.81,5.8e-05,0.544,-7.182,0.0561,159.959,0.568,Nova playlist 2
Quem É Essa Menina,Red Lion,spotify:track:2RXmacUdivGVA6OBjuWsUC,0.0187,0.707,0.695,0.0,0.35,-6.711,0.0516,79.236,0.719,Nova playlist 2
Coração Quebrado,Red Lion,spotify:track:5uDysDqjvrC4uBU3aSzGt3,0.814,0.846,0.316,0.00165,0.0841,-12.566,0.323,94.952,0.6,Nova playlist 2
Largado As Traças - Acústico,Zé Neto & Cristiano,spotify:track:74gguwbBvfBTurNJUWFOsC,0.587,0.799,0.743,0.0,0.287,-6.062,0.041,121.99,0.669,Nova playlist 2
Não Dá,Onze:20,spotify:track:4C2EiAbViqKpPTKtGyFgky,0.000277,0.553,0.903,9.68e-06,0.149,-6.148,0.0411,82.027,0.815,Nova playlist 2
Equalize,Pitty,spotify:track:2iUxWUv5TovjBmayOcWohB,0.00577,0.578,0.62,0.0,0.104,-5.837,0.0249,88.114,0.426,Nova playlist 2
In Bloom,Nirvana,spotify:track:0eeEzvw5Etwv6tyz2PyE6L,3.33e-05,0.436,0.876,0.000104,0.205,-4.902,0.0647,157.044,0.512,Nova playlist 2
Black Beatles,Rae Sremmurd,spotify:track:6fujklziTHa8uoM5OQSfIo,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,0.355,Nova playlist 2
Started From the Bottom,Drake,spotify:track:3dgQqOiQ9fCKVhNOedd2lf,0.0331,0.794,0.523,0.0,0.156,-7.829,0.161,86.307,0.56,Nova playlist 2
FRIENDS,Marshmello,spotify:track:08bNPGLD8AhKpnnERrAc6G,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,0.534,Nova playlist 2
Try,Mandy Harvey,spotify:track:7GaXAknKJeuzXm5LVI4Qjd,0.893,0.608,0.328,0.0516,0.0755,-10.643,0.0289,150.374,0.535,Nova playlist 2
Amor Falso,Wesley Safadão,spotify:track:1n36knZX4bQ6FvcNEISVe9,0.228,0.776,0.827,0.0,0.0704,-3.162,0.0448,153.872,0.896,Nova playlist 2
Como Faz Com Ela - Ao Vivo,Marília Mendonça,spotify:track:2Gvn46nwyQhUnQiFhlP7WX,0.427,0.655,0.913,0.0,0.105,-3.585,0.133,171.961,0.918,Nova playlist 2
Romance Com Safadeza,Wesley Safadão,spotify:track:0RBOFW5424gCCCZrgECbt6,0.216,0.544,0.903,0.0,0.117,-4.11,0.0693,155.97,0.765,Nova playlist 2
Parece Namoro - Ao Vivo | Acústico,Marília Mendonça,spotify:track:67gLKHTj5FsGwbUCcGQZFm,0.59,0.925,0.59,4.14e-06,0.105,-5.132,0.0507,128.015,0.681,Nova playlist 2
Amante Não Tem Lar - Ao Vivo,Marília Mendonça,spotify:track:6P8v1a8jyfwG5kc7Si1kUp,0.468,0.654,0.815,0.0,0.225,-4.976,0.058,135.095,0.661,Nova playlist 2
De Quem É a Culpa? - Ao Vivo,Marília Mendonça,spotify:track:4YhPcVIxIAJrLhFVPGbJkE,0.901,0.604,0.433,0.0,0.676,-6.256,0.0339,139.696,0.257,Nova playlist 2
A Culpa É Dele,Marília Mendonça,spotify:track:01TYBVirOZoaY5Uw2kLGwp,0.627,0.838,0.602,0.0,0.139,-5.973,0.182,125.927,0.729,Nova playlist 2
Propaganda - Ao Vivo,Jorge & Mateus,spotify:track:74n5d5M21JnC4WJ6gdkggK,0.381,0.614,0.782,0.0,0.399,-4.603,0.0605,167.95,0.77,Nova playlist 2
Sorte Que Cê Beija Bem - Ao Vivo,Maiara & Maraisa,spotify:track:4NLCCQYE8415lPsXGEXScp,0.141,0.503,0.887,0.0,0.861,-4.132,0.317,92.07,0.504,Nova playlist 2
Folgado - Ao Vivo,Marília Mendonça,spotify:track:4DYmJ19DhmxUe26QhANDYv,0.645,0.712,0.89,0.0,0.0726,-3.792,0.0729,163.848,0.569,Nova playlist 2
Era uma Vez,Kell Smith,spotify:track:5d4KxCk9H3pH75V0UrFs8I,0.451,0.685,0.458,0.0,0.134,-6.757,0.031,94.867,0.159,Nova playlist 2
Aquela Pessoa - Ao Vivo,Henrique & Juliano,spotify:track:3A1LphuJ5lQD6NjPtxtYFh,0.535,0.688,0.744,0.0,0.376,-5.739,0.0351,108.059,0.751,Nova playlist 2
Amor Da Sua Cama,Felipe Araújo,spotify:track:2cwFhwT6L2D4Olc25nhyZo,0.298,0.607,0.688,0.0,0.163,-6.83,0.136,168.002,0.638,Nova playlist 2
"Não largo, não troco, não empresto - Ao vivo",Paula Mattos,spotify:track:4zqCBe1iQ1454Ogg8PKon1,0.595,0.574,0.712,0.0,0.859,-4.293,0.0966,76.639,0.422,Nova playlist 2
A Loucura dos Sábios,Gigante No Mic,spotify:track:0gX1734h2HB4jkvtZwZt7Q,0.162,0.668,0.927,0.0,0.103,-3.464,0.191,89.978,0.877,Nova playlist 2
Anel de Giges,Fabio Brazza,spotify:track:1O5O4HU1nxnrENYM2kCTR4,0.505,0.618,0.657,0.0,0.293,-6.981,0.367,95.092,0.502,Nova playlist 2
De Volta Para O Futuro,Fabio Brazza,spotify:track:0RmS0ecDGdSv4ucPUOCPGp,0.3,0.61,0.857,0.0,0.0752,-5.906,0.416,150.055,0.471,Nova playlist 2
Regime Fechado - Ao Vivo,Simone & Simaria,spotify:track:3laDGpbCmdrGOhjrcYIBYB,0.0597,0.666,0.881,0.0,0.403,-3.137,0.114,137.915,0.847,Nova playlist 2
Dona Maria,Thiago Brava,spotify:track:0dGqIEsFN3KakdPCMkgjre,0.846,0.746,0.447,0.0,0.201,-7.485,0.118,139.994,0.924,Nova playlist 2
Apelido Carinhoso,Gusttavo Lima,spotify:track:6wXYGqXCLtEHx4VDb2TPcM,0.12,0.708,0.82,0.0,0.131,-6.283,0.0839,146.038,0.654,Nova playlist 2
Solteiro Apaixonado,Marcos & Belutti,spotify:track:1n8MLpbFR0fuCjNnlyuHxS,0.671,0.631,0.928,0.0,0.356,-3.62,0.126,168.1,0.782,Nova playlist 2
"Morto, Vivo",Bonde do Tigrão,spotify:track:2r7YmhUEAK6y4QxLiWB7FI,0.428,0.955,0.692,4.13e-05,0.0541,-7.258,0.329,129.951,0.879,Nova playlist 2
Bengala e Crochê,Maiara & Maraisa,spotify:track:5y6ZsH8qwUxJ1DWqrXgrO2,0.581,0.632,0.632,0.0,0.179,-4.26,0.137,73.925,0.394,Nova playlist 2
Loka,Simone & Simaria,spotify:track:4rMTRPQcWIcZAlKR8bygRY,0.0484,0.646,0.835,0.0,0.11,-4.004,0.208,179.982,0.691,Nova playlist 2
Sorte Que Cê Beija Bem,Maiara & Maraisa,spotify:track:22xhOsboQUbdIuR4qcl4OG,0.141,0.503,0.887,0.0,0.861,-4.132,0.317,92.07,0.504,Nova playlist 2
Vó Tô Estourado,Israel Novaes,spotify:track:1UNMZsDkzbUg47tyMFGAK9,0.434,0.754,0.917,0.0,0.0754,-3.623,0.103,93.012,0.728,Nova playlist 2
Novinha Você É uma Flor,MC Alexandre,spotify:track:4kiauw5SBqEsu5GuGD09aM,0.23,0.86,0.469,0.0,0.0988,-6.262,0.109,130.126,0.769,Nova playlist 2
Estranho - Ao Vivo | Acústico,Marília Mendonça,spotify:track:0rOYqGZFzJzVGcZyXrN3fO,0.493,0.739,0.504,0.0,0.0956,-5.925,0.0576,155.876,0.391,Nova playlist 2
Ressaca,Jão,spotify:track:0sz3uRsWO2ZQhw5DZ2cSdT,0.266,0.727,0.569,0.0,0.414,-6.179,0.0492,119.833,0.557,Nova playlist 2
Me Beija Com Raiva,Jão,spotify:track:7kRhodBTcAQXGoZdTEw8fZ,0.271,0.621,0.677,0.0,0.102,-5.739,0.0669,150.027,0.483,Nova playlist 2
Mulher Maravilha - Ao Vivo,Zé Neto & Cristiano,spotify:track:2cbMXc0P5s271VwZOUk1Gb,0.768,0.634,0.487,0.000349,0.911,-4.835,0.028,135.874,0.322,Nova playlist 2
I Will Wait,Mumford & Sons,spotify:track:1PuLHwFZoh5qYK89I5YBdZ,0.0119,0.486,0.769,0.00832,0.197,-5.14,0.0341,131.286,0.393,Nova playlist 2
The Cave,Mumford & Sons,spotify:track:2F79HavLHwJlfvvJOkkIQD,0.0536,0.592,0.499,4.52e-05,0.113,-9.463,0.0375,141.937,0.346,Nova playlist 2
HUMBLE.,Kendrick Lamar,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,0.421,Nova playlist 2
Bixinho,DUDA BEAT,spotify:track:388J1r4kupLJSr0gxlETie,0.225,0.685,0.501,0.0,0.096,-7.492,0.0334,147.922,0.366,Nova playlist 2
Ouvi Dizer,Melim,spotify:track:1LWxbKRR5lDZOrhs9fm1gl,0.0712,0.509,0.608,0.0,0.095,-7.663,0.0634,79.148,0.685,Nova playlist 2
Walk On the Wild Side,Lou Reed,spotify:track:5p3JunprHCxClJjOmcLV8G,0.683,0.575,0.318,0.000202,0.0934,-16.729,0.109,104.522,0.385,Nova playlist 2
Hate To Say I Told You So,The Hives,spotify:track:20j7B6mL9gnNvG3ic6Vwh5,0.00126,0.459,0.931,0.00881,0.412,-5.024,0.0612,135.826,0.419,Nova playlist 2
Creep,Radiohead,spotify:track:6b2oQwSGFkzsMtQruIWm2p,0.0102,0.515,0.43,0.000141,0.129,-9.935,0.0369,91.841,0.104,Nova playlist 2
Algo Parecido,Skank,spotify:track:2QkXuBmYljpYwgcyqbA1C2,0.511,0.55,0.637,0.0,0.123,-6.913,0.0268,167.908,0.652,Nova playlist 2
The Kids Aren't Alright,The Offspring,spotify:track:01a0J96fRD91VnjQQUCqMK,0.00594,0.527,0.941,2.89e-05,0.0641,-4.213,0.0377,99.636,0.793,Nova playlist 2
Fragmentar,Ana Muller,spotify:track:69iMniK8fdYQTxIL6015ob,0.885,0.495,0.195,0.00416,0.11,-14.741,0.0411,123.733,0.238,Nova playlist 2
Bolo de Rolo,DUDA BEAT,spotify:track:7uQ8qIiTMx7qSbNeCiLJll,0.124,0.637,0.649,0.0119,0.201,-8.05,0.0304,140.007,0.38,Nova playlist 2
Derretendo,DUDA BEAT,spotify:track:0Nbx02bCJ6STUhPObYjx8j,0.469,0.655,0.315,0.000591,0.0976,-11.0,0.105,105.038,0.127,Nova playlist 2
Anunciação,Alceu Valença,spotify:track:661Ns9G25zHdih4qVshBO7,0.451,0.539,0.745,0.000239,0.103,-7.854,0.0279,99.92,0.78,Nova playlist 2
The Ringer,Eminem,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.0311,0.939,0.551,0.0,0.192,-9.126,0.291,118.552,0.42,Nova playlist 2
Convoque Seu Buda,Criolo,spotify:track:7JZ64ID4jsXpYc6rQOadjo,0.0483,0.614,0.703,1.31e-06,0.402,-7.287,0.342,80.76,0.721,Nova playlist 2
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,0.778,0.398,0.838,0.0,0.189,-4.734,0.13,156.008,0.206,Nova playlist 2
Como Vai Você,Johnny Hooker,spotify:track:34YGyBhxVc5vPtZir1Vtx8,0.228,0.371,0.586,9.14e-05,0.16,-7.136,0.0393,164.311,0.305,Nova playlist 2
Coração de Aço,Hungria Hip Hop,spotify:track:6waLZw9qNP36DtHFPeyTz6,0.844,0.803,0.325,0.0,0.571,-13.116,0.204,133.952,0.282,Nova playlist 2
"Eu Vou Fazer uma Macumba Pra Te Amarrar, Maldito!",Johnny Hooker,spotify:track:7msXzgcaJf7lStDOkfE8We,0.0684,0.718,0.808,6.51e-06,0.0732,-5.261,0.0581,132.036,0.71,Nova playlist 2
Trouble,Cage The Elephant,spotify:track:5n0CTysih20NYdT2S0Wpe8,0.392,0.47,0.623,0.000439,0.0992,-5.655,0.0302,77.861,0.298,Nova playlist 2
I Miss You,blink-182,spotify:track:1AdYZ6X00nXmO613Y7GJOl,0.00113,0.423,0.714,6.28e-06,0.0855,-8.295,0.045,110.017,0.593,Nova playlist 2
Another Love,Tom Odell,spotify:track:3JvKfv6T31zO0ini8iNItO,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,0.131,Nova playlist 2
Brasileiro,Selvagens à Procura de Lei,spotify:track:75b4ikzsyoDj8UeXPVP55W,0.103,0.411,0.937,2.42e-06,0.152,-5.301,0.149,103.393,0.727,Nova playlist 2
Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,Atitude 67,spotify:track:2PADJK4rhdklqFLQFa5oMX,0.599,0.673,0.841,0.0,0.723,-4.968,0.0591,162.961,0.663,Nova playlist 2
Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,spotify:track:2d3TbSkAscvT3QRQalq6uT,0.237,0.63,0.827,0.0,0.646,-4.65,0.0687,125.977,0.484,Nova playlist 2
Quelqu'un M'a Dit,Carla Bruni,spotify:track:2v9AGeylYJq2EjC9vtSr99,0.823,0.559,0.448,0.00125,0.126,-10.418,0.0481,133.484,0.399,Nova playlist 2
Last Party,MIKA,spotify:track:2wRprsy3uEt0beb6fSJlBl,0.818,0.586,0.316,0.0,0.102,-8.34,0.0347,124.569,0.205,Nova playlist 2
A Cera,O Surto,spotify:track:4QA1Kjk24XZKPxooXeBdNn,0.0753,0.589,0.745,0.0,0.0661,-4.06,0.0535,133.281,0.491,Nova playlist 2
Não É Sério,Charlie Brown Jr.,spotify:track:3u7efYoUbxVuKWHbirjvma,0.0353,0.749,0.777,7.48e-06,0.108,-5.917,0.0506,92.071,0.749,Nova playlist 2
Te Levar Daqui,Charlie Brown Jr.,spotify:track:6JLYVgzEKbXjFh7jbq1OdH,0.00231,0.606,0.977,0.000144,0.293,-2.308,0.101,116.998,0.488,Nova playlist 2
Lutar Pelo Que E Meu,Charlie Brown Jr.,spotify:track:6LArtYoT4DUAldcgPZvyWr,0.0616,0.572,0.953,2.07e-05,0.368,-3.998,0.0453,94.023,0.854,Nova playlist 2
Proibida Pra Mim (Grazon),Charlie Brown Jr.,spotify:track:5HOkVB35cz5nK6ZeRj0xM6,0.00606,0.57,0.93,0.00381,0.102,-3.14,0.0477,163.751,0.925,Nova playlist 2
Papo Reto (Prazer É Sexo O Resto É Negócio),Charlie Brown Jr.,spotify:track:0B5nSzWGWwvYbKl3GvCMuZ,0.00183,0.637,0.987,2.46e-06,0.118,-2.755,0.0679,101.042,0.546,Nova playlist 2
Não Viva Em Vão - Versão Acústica,Charlie Brown Jr.,spotify:track:7r4WElntGwUCc6rQCnnfPH,0.286,0.677,0.518,0.000232,0.271,-15.054,0.0358,90.048,0.729,Nova playlist 2
Quinta-Feira,Charlie Brown Jr.,spotify:track:3wYFP2c1IPzUgtoZFLaQDb,0.0977,0.723,0.646,0.179,0.0647,-4.495,0.0658,143.669,0.824,Nova playlist 2
Vem Ser Minha,Charlie Brown Jr.,spotify:track:0DZy6nJdqvHSeobBaOBJI6,0.112,0.665,0.712,0.0,0.109,-6.264,0.0883,148.678,0.74,Nova playlist 2
Só Por Uma Noite,Charlie Brown Jr.,spotify:track:3FXo3xKG3aYV3hvdRzUY61,0.000382,0.574,0.964,0.0045,0.0578,-2.745,0.0458,109.037,0.644,Nova playlist 2
Telegrama,Zeca Baleiro,spotify:track:7xpDGoUGbtaquk5xMvzwTh,0.117,0.643,0.501,0.0463,0.239,-7.981,0.0424,94.514,0.394,Nova playlist 2
Wet Dreamz,J. Cole,spotify:track:6Ius4TC0L3cN74HT7ENE6e,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,0.584,Nova playlist 2
Rindo À Toa,Falamansa,spotify:track:6AgLck54Q7UMolf5WASUEx,0.478,0.618,0.563,0.0,0.0553,-8.889,0.0542,79.824,0.836,Nova playlist 2
Eu Me Lembro (feat. Silva),Clarice Falcão,spotify:track:7opN62oy6MZBaGgnKdHtng,0.664,0.78,0.184,0.001,0.118,-12.92,0.0407,95.994,0.299,Nova playlist 2
Married Life,Michael Giacchino,spotify:track:7iocNjLrxPHLl8njgRlv5U,0.97,0.278,0.0675,0.732,0.0812,-20.946,0.04,82.626,0.112,Nova playlist 2
Você Ainda Pensa?,Johnny Hooker,spotify:track:10DE6O4VjuIG6yncZPkLma,0.0672,0.651,0.689,0.0,0.327,-6.239,0.0423,111.94,0.536,Nova playlist 2
wish you were gay,Billie Eilish,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,118.028,0.282,Nova playlist 2
"Hello, Anxiety",Phum Viphurit,spotify:track:1ZseaIKt19broBzze3F8hz,0.589,0.84,0.495,0.552,0.103,-9.54,0.0406,125.993,0.808,Nova playlist 2
I Am Not a Robot,MARINA,spotify:track:4Og5nDOUVu3ZrYQP4Ungyg,0.57,0.606,0.636,1.65e-06,0.0944,-4.559,0.0278,120.04,0.452,Nova playlist 2
Trevo (Tu),ANAVITÓRIA,spotify:track:2vRBYKWOyHtFMtiK60qRz7,0.877,0.676,0.374,0.000132,0.165,-8.201,0.0266,99.825,0.2,Nova playlist 2
Quem Me Dera,Márcia Fellipe,spotify:track:29dRTbLTxRaSl63DIzbjvl,0.115,0.815,0.723,0.0,0.184,-3.611,0.0574,149.918,0.896,Nova playlist 2
Construção,Chico Buarque,spotify:track:3FIuBxOxuQ6kYy8JO0gq2a,0.24,0.479,0.725,1.19e-05,0.158,-5.615,0.0298,126.727,0.595,Nova playlist 2
Infarto,Diego & Victor Hugo,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,0.276,0.619,0.796,0.0,0.173,-4.516,0.0346,124.817,0.605,Nova playlist 2
"Quem Pegou, Pegou - Ao Vivo",Henrique & Juliano,spotify:track:0kCqaybZgYcLYxzZymmBoc,0.299,0.69,0.67,0.0,0.749,-5.345,0.0317,104.022,0.579,Nova playlist 2
Não Deixe O Mar Te Engolir,Charlie Brown Jr.,spotify:track:13ngzqLaMikTeh1BfUsCmS,0.0158,0.475,0.768,0.000516,0.0606,-4.521,0.0623,156.046,0.527,Nova playlist 2
La Belle De Jour,Alceu Valença,spotify:track:7CdDIvw3jvjNaIs5m3mM4A,0.159,0.644,0.404,0.000291,0.167,-12.54,0.0348,105.062,0.689,Nova playlist 2
N,Nando Reis,spotify:track:7iNcOVH9n4EEY2rwWAQOsA,0.718,0.517,0.479,0.0,0.115,-8.201,0.028,149.182,0.546,Nova playlist 2
Scary Mask,Poppy,spotify:track:4VjybROx5xcSYJPAicGNLw,0.00367,0.285,0.917,0.00296,0.173,-5.5,0.132,97.294,0.248,Nova playlist 2
Real Death,Mount Eerie,spotify:track:4RLr8yJXuhJ6ZrIQkZ4JlA,0.676,0.562,0.187,0.00186,0.132,-18.183,0.0442,75.965,0.0913,Nova playlist 2
Bédi Beat,DUDA BEAT,spotify:track:4u1GfVTNwHmHx6DAD50ZL1,0.00538,0.76,0.756,0.00582,0.43,-7.159,0.0353,130.0,0.815,Nova playlist 2
The Man Who Sold The World,Nirvana,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,0.425,0.483,0.753,0.000142,0.257,-8.937,0.0832,115.102,0.42,Nova playlist 2
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,spotify:track:0PgNhIg5n0UAOBVn43b8b6,0.00112,0.683,0.734,0.0139,0.258,-4.523,0.029,106.254,0.576,Nova playlist 2
Road Trippin',Red Hot Chili Peppers,spotify:track:7Gpr3kKk4BMgItz6UbI73q,0.28,0.378,0.474,0.00138,0.117,-8.202,0.0271,102.379,0.38,Nova playlist 2
Numb,Linkin Park,spotify:track:2nLtzopw4rPReszdYBJU6h,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,110.018,0.243,Nova playlist 2
Everlong,Foo Fighters,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,158.066,0.364,Nova playlist 2
Come Out and Play,The Offspring,spotify:track:5JJDu0Z5DKe7mR31MGksSg,0.0675,0.519,0.77,3.48e-06,0.0762,-8.788,0.0809,158.29,0.921,Nova playlist 2
Self Esteem,The Offspring,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,0.0204,0.488,0.862,0.0,0.359,-7.595,0.0476,104.56,0.706,Nova playlist 2
What Happened to You?,The Offspring,spotify:track:3U8LpjEbSlUQusIifQ3yBp,0.14,0.469,0.943,0.0,0.155,-7.095,0.0493,182.048,0.925,Nova playlist 2
The Kids Aren't Alright,The Offspring,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,0.00704,0.523,0.943,3.81e-05,0.0579,-4.203,0.0337,99.607,0.766,Nova playlist 2
